Company Name,Title,Description,Location,Started On,Finished On
UPCRED,Data Analyst,(1) Mining of raw data from various social media platforms; (2) Data cleaning; (3) Categorising the data into various sub categories; (4) Exploratory Data analysis.,"Bengaluru, Karnataka, India",Oct 2021,Nov 2021
