Saved Search Date,Jobs Search Url
"6/1/22, 11:13 AM",https://www.linkedin.com/jobs/search?keywords=data+analyst&f_JT=F&orig=JOB_ALERT
"8/5/21, 3:46 PM",https://www.linkedin.com/jobs/search?keywords=data+analyst&orig=JOB_ALERT
"6/16/20, 3:59 PM",https://www.linkedin.com/jobs/search?keywords=analyst&orig=JOB_ALERT
