Saved Date,Job Url,Job Title,Company Name
"2/25/22, 10:49 PM",http://www.linkedin.com/jobs/view/2928346725,Associate Product Analyst,Intellect (YC S21)
"4/24/22, 10:44 AM",http://www.linkedin.com/jobs/view/3036827288,Data Analyst,Kaplan
"2/18/22, 4:03 PM",http://www.linkedin.com/jobs/view/2920761559,Data Analyst,Primary Healthtech
"2/25/22, 10:48 PM",http://www.linkedin.com/jobs/view/2929181659,Marketing Analyst,Cactus Communications
"3/21/22, 12:40 PM",http://www.linkedin.com/jobs/view/2972989075,Data Analyst,Kaplan
"8/17/22, 12:11 PM",http://www.linkedin.com/jobs/view/3217896573,Data Analyst,Marcura
